date,state,fips,cases,deaths,daily case,daily death
5/13/2020,Illinois,17,84874,3815,1706,198
5/12/2020,Illinois,17,83168,3617,4045,137
5/11/2020,Illinois,17,79123,3480,1461,54
5/10/2020,Illinois,17,77662,3426,1654,64
5/9/2020,Illinois,17,76008,3362,2320,100
5/8/2020,Illinois,17,73688,3262,2886,123
5/7/2020,Illinois,17,70802,3139,2638,162
5/6/2020,Illinois,17,68164,2977,2275,134
5/5/2020,Illinois,17,65889,2843,2049,170
5/4/2020,Illinois,17,63840,2673,2341,41
5/3/2020,Illinois,17,61499,2632,2994,56
5/2/2020,Illinois,17,58505,2576,2450,112
5/1/2020,Illinois,17,56055,2464,3137,103
4/30/2020,Illinois,17,52918,2361,2563,140
4/29/2020,Illinois,17,50355,2221,2253,89
4/28/2020,Illinois,17,48102,2132,2219,140
4/27/2020,Illinois,17,45883,1992,1980,49
4/26/2020,Illinois,17,43903,1943,2126,59
4/25/2020,Illinois,17,41777,1884,2119,80
4/24/2020,Illinois,17,39658,1804,2723,108
4/23/2020,Illinois,17,36935,1696,1827,119
4/22/2020,Illinois,17,35108,1577,2049,98
4/21/2020,Illinois,17,33059,1479,1551,120
4/20/2020,Illinois,17,31508,1359,1151,57
4/19/2020,Illinois,17,30357,1302,1197,30
4/18/2020,Illinois,17,29160,1272,1585,130
4/17/2020,Illinois,17,27575,1142,1841,61
4/16/2020,Illinois,17,25734,1081,1141,123
4/15/2020,Illinois,17,24593,958,1346,80
4/14/2020,Illinois,17,23247,878,1222,78
4/13/2020,Illinois,17,22025,800,1173,73
4/12/2020,Illinois,17,20852,727,1672,45
4/11/2020,Illinois,17,19180,682,1293,75
4/10/2020,Illinois,17,17887,607,1465,73
4/9/2020,Illinois,17,16422,534,1344,70
4/8/2020,Illinois,17,15078,464,1529,80
4/7/2020,Illinois,17,13549,384,1287,75
4/6/2020,Illinois,17,12262,309,986,26
4/5/2020,Illinois,17,11276,283,919,35
4/4/2020,Illinois,17,10357,248,1453,36
4/3/2020,Illinois,17,8904,212,1209,47
4/2/2020,Illinois,17,7695,165,717,19
4/1/2020,Illinois,17,6978,146,986,39
3/31/2020,Illinois,17,5992,107,922,23
3/30/2020,Illinois,17,5070,84,455,13
3/29/2020,Illinois,17,4615,71,1068,21
3/28/2020,Illinois,17,3547,50,518,13
3/27/2020,Illinois,17,3029,37,491,11
3/26/2020,Illinois,17,2538,26,664,5
3/25/2020,Illinois,17,1874,21,339,5
3/24/2020,Illinois,17,1535,16,250,4
3/23/2020,Illinois,17,1285,12,238,3
3/22/2020,Illinois,17,1047,9,296,3
3/21/2020,Illinois,17,751,6,168,1
3/20/2020,Illinois,17,583,5,163,1
3/19/2020,Illinois,17,420,4,134,3
3/18/2020,Illinois,17,286,1,127,0
3/17/2020,Illinois,17,159,1,55,1
3/16/2020,Illinois,17,104,0,10,0
3/15/2020,Illinois,17,94,0,28,0
3/14/2020,Illinois,17,66,0,20,0
3/13/2020,Illinois,17,46,0,14,0
3/12/2020,Illinois,17,32,0,7,0
3/11/2020,Illinois,17,25,0,6,0
3/10/2020,Illinois,17,19,0,8,0
3/9/2020,Illinois,17,11,0,4,0
3/8/2020,Illinois,17,7,0,1,0
3/7/2020,Illinois,17,6,0,0,0
3/6/2020,Illinois,17,6,0,1,0
3/5/2020,Illinois,17,5,0,1,0
3/4/2020,Illinois,17,4,0,0,0
3/3/2020,Illinois,17,4,0,0,0
3/2/2020,Illinois,17,4,0,1,0
3/1/2020,Illinois,17,3,0,0,0
2/29/2020,Illinois,17,3,0,1,0
2/28/2020,Illinois,17,2,0,0,0
2/27/2020,Illinois,17,2,0,0,0
2/26/2020,Illinois,17,2,0,0,0
2/25/2020,Illinois,17,2,0,0,0
2/24/2020,Illinois,17,2,0,0,0
2/23/2020,Illinois,17,2,0,0,0
2/22/2020,Illinois,17,2,0,0,0
2/21/2020,Illinois,17,2,0,0,0
2/20/2020,Illinois,17,2,0,0,0
2/19/2020,Illinois,17,2,0,0,0
2/18/2020,Illinois,17,2,0,0,0
2/17/2020,Illinois,17,2,0,0,0
2/16/2020,Illinois,17,2,0,0,0
2/15/2020,Illinois,17,2,0,0,0
2/14/2020,Illinois,17,2,0,0,0
2/13/2020,Illinois,17,2,0,0,0
2/12/2020,Illinois,17,2,0,0,0
2/11/2020,Illinois,17,2,0,0,0
2/10/2020,Illinois,17,2,0,0,0
2/9/2020,Illinois,17,2,0,0,0
2/8/2020,Illinois,17,2,0,0,0
2/7/2020,Illinois,17,2,0,0,0
2/6/2020,Illinois,17,2,0,0,0
2/5/2020,Illinois,17,2,0,0,0
2/4/2020,Illinois,17,2,0,0,0
2/3/2020,Illinois,17,2,0,0,0
2/2/2020,Illinois,17,2,0,0,0
2/1/2020,Illinois,17,2,0,0,0
1/31/2020,Illinois,17,2,0,0,0
1/30/2020,Illinois,17,2,0,1,0
1/29/2020,Illinois,17,1,0,0,0
1/28/2020,Illinois,17,1,0,0,0
1/27/2020,Illinois,17,1,0,0,0
1/26/2020,Illinois,17,1,0,0,0
1/25/2020,Illinois,17,1,0,0,0
1/24/2020,Illinois,17,1,0,1,0
7/20/2020,Indiana,18,58607,2825,642,3
7/19/2020,Indiana,18,57965,2822,920,2
7/18/2020,Indiana,18,57045,2820,885,17
7/17/2020,Indiana,18,56160,2803,747,8
7/16/2020,Indiana,18,55413,2795,715,10
7/15/2020,Indiana,18,54698,2785,697,10
7/14/2020,Indiana,18,54001,2775,674,13
7/13/2020,Indiana,18,53327,2762,435,2
7/12/2020,Indiana,18,52892,2760,534,4
7/11/2020,Indiana,18,52358,2756,791,8
7/10/2020,Indiana,18,51567,2748,738,9
7/9/2020,Indiana,18,50829,2739,520,7
7/8/2020,Indiana,18,50309,2732,450,15
7/7/2020,Indiana,18,49859,2717,299,19
7/6/2020,Indiana,18,49560,2698,357,5
7/5/2020,Indiana,18,49203,2693,575,6
7/4/2020,Indiana,18,48628,2687,529,5
7/3/2020,Indiana,18,48099,2682,546,20
7/2/2020,Indiana,18,47553,2662,437,12
7/1/2020,Indiana,18,47116,2650,376,10
6/30/2020,Indiana,18,46740,2640,370,16
6/29/2020,Indiana,18,46370,2624,299,5
6/28/2020,Indiana,18,46071,2619,364,3
6/27/2020,Indiana,18,45707,2616,438,21
6/26/2020,Indiana,18,45269,2595,490,9
6/25/2020,Indiana,18,44779,2586,519,8
6/24/2020,Indiana,18,44260,2578,293,9
6/23/2020,Indiana,18,43967,2569,258,16
6/22/2020,Indiana,18,43709,2553,213,13
6/21/2020,Indiana,18,43496,2540,361,4
6/20/2020,Indiana,18,43135,2536,334,20
6/19/2020,Indiana,18,42801,2516,321,25
6/18/2020,Indiana,18,42480,2491,444,16
6/17/2020,Indiana,18,42036,2475,256,28
6/16/2020,Indiana,18,41780,2447,358,14
6/15/2020,Indiana,18,41422,2433,521,11
6/14/2020,Indiana,18,40901,2422,366,9
6/13/2020,Indiana,18,40535,2413,421,17
6/12/2020,Indiana,18,40114,2396,400,16
6/11/2020,Indiana,18,39714,2380,417,25
6/10/2020,Indiana,18,39297,2355,312,16
6/9/2020,Indiana,18,38985,2339,432,23
6/8/2020,Indiana,18,38553,2316,225,13
6/7/2020,Indiana,18,38328,2303,400,11
6/6/2020,Indiana,18,37928,2292,429,34
6/5/2020,Indiana,18,37499,2258,494,27
6/4/2020,Indiana,18,37005,2231,396,24
6/3/2020,Indiana,18,36609,2207,480,10
6/2/2020,Indiana,18,36129,2197,445,55
6/1/2020,Indiana,18,35684,2142,255,8
5/31/2020,Indiana,18,35429,2134,365,9
5/30/2020,Indiana,18,35064,2125,665,15
5/29/2020,Indiana,18,34399,2110,514,42
5/28/2020,Indiana,18,33885,2068,643,38
5/27/2020,Indiana,18,33242,2030,386,26
5/26/2020,Indiana,18,32856,2004,367,20
5/25/2020,Indiana,18,32489,1984,338,8
5/24/2020,Indiana,18,32151,1976,477,12
5/23/2020,Indiana,18,31674,1964,509,23
5/22/2020,Indiana,18,31165,1941,492,28
5/21/2020,Indiana,18,30673,1913,687,49
5/20/2020,Indiana,18,29986,1864,584,40
5/19/2020,Indiana,18,29402,1824,505,59
5/18/2020,Indiana,18,28897,1765,478,14
5/17/2020,Indiana,18,28419,1751,500,10
5/16/2020,Indiana,18,27919,1741,638,50
5/15/2020,Indiana,18,27281,1691,654,45
5/14/2020,Indiana,18,26627,1646,583,27
5/13/2020,Indiana,18,26044,1619,368,41
5/12/2020,Indiana,18,25676,1578,542,38
5/11/2020,Indiana,18,25134,1540,501,32
5/10/2020,Indiana,18,24633,1508,394,18
5/9/2020,Indiana,18,24239,1490,619,43
5/8/2020,Indiana,18,23620,1447,678,33
5/7/2020,Indiana,18,22942,1414,656,37
5/6/2020,Indiana,18,22286,1377,863,51
5/5/2020,Indiana,18,21423,1326,568,62
5/4/2020,Indiana,18,20855,1264,588,18
5/3/2020,Indiana,18,20267,1246,638,17
5/2/2020,Indiana,18,19629,1229,688,54
5/1/2020,Indiana,18,18941,1175,842,61
4/30/2020,Indiana,18,18099,1114,690,49
4/29/2020,Indiana,18,17409,1065,626,73
4/28/2020,Indiana,18,16783,992,646,60
4/27/2020,Indiana,18,16137,932,950,4
4/26/2020,Indiana,18,15187,928,620,31
4/25/2020,Indiana,18,14567,897,719,46
4/24/2020,Indiana,18,13848,851,652,40
4/23/2020,Indiana,18,13196,811,621,47
4/22/2020,Indiana,18,12575,764,361,33
4/21/2020,Indiana,18,12214,731,430,65
4/20/2020,Indiana,18,11784,666,483,14
4/19/2020,Indiana,18,11301,652,571,19
4/18/2020,Indiana,18,10730,633,495,34
4/17/2020,Indiana,18,10235,599,616,45
4/16/2020,Indiana,18,9619,554,589,43
4/15/2020,Indiana,18,9030,511,432,53
4/14/2020,Indiana,18,8598,458,298,44
4/13/2020,Indiana,18,8300,414,310,9
4/12/2020,Indiana,18,7990,405,496,16
4/11/2020,Indiana,18,7494,389,534,36
4/10/2020,Indiana,18,6960,353,560,58
4/9/2020,Indiana,18,6400,295,414,49
4/8/2020,Indiana,18,5986,246,442,38
4/7/2020,Indiana,18,5544,208,558,37
4/6/2020,Indiana,18,4986,171,549,20
4/5/2020,Indiana,18,4437,151,462,15
4/4/2020,Indiana,18,3975,136,520,18
4/3/2020,Indiana,18,3455,118,399,24
4/2/2020,Indiana,18,3056,94,478,14
4/1/2020,Indiana,18,2578,80,401,19
3/31/2020,Indiana,18,2177,61,380,17
3/30/2020,Indiana,18,1797,44,275,4
3/29/2020,Indiana,18,1522,40,283,2
3/28/2020,Indiana,18,1239,38,247,6
3/27/2020,Indiana,18,992,32,331,9
3/26/2020,Indiana,18,661,23,177,4
3/25/2020,Indiana,18,484,19,113,2
3/24/2020,Indiana,18,371,17,107,5
3/23/2020,Indiana,18,264,12,60,3
3/22/2020,Indiana,18,204,9,76,3
3/21/2020,Indiana,18,128,6,47,1
3/20/2020,Indiana,18,81,5,25,3
3/19/2020,Indiana,18,56,2,17,0
3/18/2020,Indiana,18,39,2,9,0
3/17/2020,Indiana,18,30,2,6,1
3/16/2020,Indiana,18,24,1,5,1
3/15/2020,Indiana,18,19,0,4,0
3/14/2020,Indiana,18,15,0,3,0
3/13/2020,Indiana,18,12,0,0,0
3/12/2020,Indiana,18,12,0,1,0
3/11/2020,Indiana,18,11,0,5,0
3/10/2020,Indiana,18,6,0,2,0
3/9/2020,Indiana,18,4,0,2,0
3/8/2020,Indiana,18,2,0,1,0
3/7/2020,Indiana,18,1,0,0,0
3/6/2020,Indiana,18,1,0,1,0
7/20/2020,Iowa,19,39343,798,530,5
7/19/2020,Iowa,19,38813,793,499,3
7/18/2020,Iowa,19,38314,790,411,5
7/17/2020,Iowa,19,37903,785,489,4
7/16/2020,Iowa,19,37414,781,878,4
7/15/2020,Iowa,19,36536,777,594,18
7/14/2020,Iowa,19,35942,759,311,4
7/13/2020,Iowa,19,35631,755,221,3
7/12/2020,Iowa,19,35410,752,715,4
7/11/2020,Iowa,19,34695,748,463,0
7/10/2020,Iowa,19,34232,748,916,6
7/9/2020,Iowa,19,33316,742,600,3
7/8/2020,Iowa,19,32716,739,563,7
7/7/2020,Iowa,19,32153,732,389,7
7/6/2020,Iowa,19,31764,725,152,4
7/5/2020,Iowa,19,31612,721,445,0
7/4/2020,Iowa,19,31167,721,536,0
7/3/2020,Iowa,19,30631,721,372,2
7/2/2020,Iowa,19,30259,719,641,2
7/1/2020,Iowa,19,29618,717,466,0
6/30/2020,Iowa,19,29152,717,278,5
6/29/2020,Iowa,19,28874,712,354,6
6/28/2020,Iowa,19,28520,706,317,2
6/27/2020,Iowa,19,28203,704,375,0
6/26/2020,Iowa,19,27828,704,444,2
6/25/2020,Iowa,19,27384,702,487,8
6/24/2020,Iowa,19,26897,694,427,4
6/23/2020,Iowa,19,26470,690,253,3
6/22/2020,Iowa,19,26217,687,197,1
6/21/2020,Iowa,19,26020,686,468,1
6/20/2020,Iowa,19,25552,685,128,4
6/19/2020,Iowa,19,25424,681,465,1
6/18/2020,Iowa,19,24959,680,343,3
6/17/2020,Iowa,19,24616,677,353,7
6/16/2020,Iowa,19,24263,670,153,9
6/15/2020,Iowa,19,24110,661,151,9
6/14/2020,Iowa,19,23959,652,167,1
6/13/2020,Iowa,19,23792,651,337,1
6/12/2020,Iowa,19,23455,650,352,9
6/11/2020,Iowa,19,23103,641,370,3
6/10/2020,Iowa,19,22733,638,462,9
6/9/2020,Iowa,19,22271,629,160,6
6/8/2020,Iowa,19,22111,623,317,17
6/7/2020,Iowa,19,21794,606,267,4
6/6/2020,Iowa,19,21527,602,195,5
6/5/2020,Iowa,19,21332,597,389,7
6/4/2020,Iowa,19,20943,590,567,16
6/3/2020,Iowa,19,20376,574,359,10
6/2/2020,Iowa,19,20017,564,228,6
6/1/2020,Iowa,19,19789,558,168,21
5/31/2020,Iowa,19,19621,537,285,6
5/30/2020,Iowa,19,19336,531,317,6
5/29/2020,Iowa,19,19019,525,347,15
5/28/2020,Iowa,19,18672,510,226,14
5/27/2020,Iowa,19,18446,496,447,16
5/26/2020,Iowa,19,17999,480,371,20
5/25/2020,Iowa,19,17628,460,194,4
5/24/2020,Iowa,19,17434,456,536,10
5/23/2020,Iowa,19,16898,446,388,5
5/22/2020,Iowa,19,16510,441,340,27
5/21/2020,Iowa,19,16170,414,302,14
5/20/2020,Iowa,19,15868,400,572,33
5/19/2020,Iowa,19,15296,367,341,12
5/18/2020,Iowa,19,14955,355,304,4
5/17/2020,Iowa,19,14651,351,323,5
5/16/2020,Iowa,19,14328,346,279,10
5/15/2020,Iowa,19,14049,336,374,18
5/14/2020,Iowa,19,13675,318,386,12
5/13/2020,Iowa,19,13289,306,377,17
5/12/2020,Iowa,19,12912,289,539,18
5/11/2020,Iowa,19,12373,271,414,6
5/10/2020,Iowa,19,11959,265,288,13
5/9/2020,Iowa,19,11671,252,214,9
5/8/2020,Iowa,19,11457,243,398,12
5/7/2020,Iowa,19,11059,231,655,12
5/6/2020,Iowa,19,10404,219,293,12
5/5/2020,Iowa,19,10111,207,408,19
5/4/2020,Iowa,19,9703,188,534,4
5/3/2020,Iowa,19,9169,184,528,9
5/2/2020,Iowa,19,8641,175,758,5
5/1/2020,Iowa,19,7883,170,738,8
4/30/2020,Iowa,19,7145,162,302,14
4/29/2020,Iowa,19,6843,148,467,12
4/28/2020,Iowa,19,6376,136,508,9
4/27/2020,Iowa,19,5868,127,378,9
4/26/2020,Iowa,19,5490,118,381,6
4/25/2020,Iowa,19,5109,112,650,5
4/24/2020,Iowa,19,4459,107,520,11
4/23/2020,Iowa,19,3939,96,175,6
4/22/2020,Iowa,19,3764,90,123,7
4/21/2020,Iowa,19,3641,83,466,4
4/20/2020,Iowa,19,3175,79,260,4
4/19/2020,Iowa,19,2915,75,402,1
4/18/2020,Iowa,19,2513,74,181,10
4/17/2020,Iowa,19,2332,64,191,4
4/16/2020,Iowa,19,2141,60,146,7
4/15/2020,Iowa,19,1995,53,96,9
4/14/2020,Iowa,19,1899,44,189,0
4/13/2020,Iowa,19,1710,44,123,3
4/12/2020,Iowa,19,1587,41,77,7
4/11/2020,Iowa,19,1510,34,122,3
4/10/2020,Iowa,19,1388,31,118,4
4/9/2020,Iowa,19,1270,27,125,0
4/8/2020,Iowa,19,1145,27,97,1
4/7/2020,Iowa,19,1048,26,102,1
4/6/2020,Iowa,19,946,25,78,3
4/5/2020,Iowa,19,868,22,82,11
4/4/2020,Iowa,19,786,11,87,0
4/3/2020,Iowa,19,699,11,85,0
4/2/2020,Iowa,19,614,11,65,2
4/1/2020,Iowa,19,549,9,51,2
3/31/2020,Iowa,19,498,7,74,1
3/30/2020,Iowa,19,424,6,88,2
3/29/2020,Iowa,19,336,4,38,1
3/28/2020,Iowa,19,298,3,62,0
3/27/2020,Iowa,19,236,3,57,2
3/26/2020,Iowa,19,179,1,32,0
3/25/2020,Iowa,19,147,1,23,0
3/24/2020,Iowa,19,124,1,19,1
3/23/2020,Iowa,19,105,0,15,0
3/22/2020,Iowa,19,90,0,22,0
3/21/2020,Iowa,19,68,0,23,0
3/20/2020,Iowa,19,45,0,1,0
3/19/2020,Iowa,19,44,0,6,0
3/18/2020,Iowa,19,38,0,9,0
3/17/2020,Iowa,19,29,0,7,0
3/16/2020,Iowa,19,22,0,0,0
3/15/2020,Iowa,19,22,0,4,0
3/14/2020,Iowa,19,18,0,1,0
3/13/2020,Iowa,19,17,0,1,0
3/12/2020,Iowa,19,16,0,2,0
3/11/2020,Iowa,19,14,0,1,0
3/10/2020,Iowa,19,13,0,5,0
3/9/2020,Iowa,19,8,0,5,0
3/8/2020,Iowa,19,3,0,3,0
7/20/2020,Kansas,20,23544,318,1085,5
7/19/2020,Kansas,20,22459,313,221,1
7/18/2020,Kansas,20,22238,312,42,2
7/17/2020,Kansas,20,22196,310,923,1
7/16/2020,Kansas,20,21273,309,116,1
7/15/2020,Kansas,20,21157,308,810,5
7/14/2020,Kansas,20,20347,303,82,2
7/13/2020,Kansas,20,20265,301,970,1
7/12/2020,Kansas,20,19295,300,312,6
7/11/2020,Kansas,20,18983,294,184,0
7/10/2020,Kansas,20,18799,294,768,0
7/9/2020,Kansas,20,18031,294,224,3
7/8/2020,Kansas,20,17807,291,650,1
7/7/2020,Kansas,20,17157,290,75,2
7/6/2020,Kansas,20,17082,288,793,1
7/5/2020,Kansas,20,16289,287,124,3
7/4/2020,Kansas,20,16165,284,150,1
7/3/2020,Kansas,20,16015,283,789,1
7/2/2020,Kansas,20,15226,282,84,2
7/1/2020,Kansas,20,15142,280,513,4
6/30/2020,Kansas,20,14629,276,61,0
6/29/2020,Kansas,20,14568,276,552,4
6/28/2020,Kansas,20,14016,272,249,3
6/27/2020,Kansas,20,13767,269,38,3
6/26/2020,Kansas,20,13729,266,522,3
6/25/2020,Kansas,20,13207,263,97,1
6/24/2020,Kansas,20,13110,262,451,1
6/23/2020,Kansas,20,12659,261,83,1
6/22/2020,Kansas,20,12576,260,318,2
6/21/2020,Kansas,20,12258,258,40,1
6/20/2020,Kansas,20,12218,257,50,3
6/19/2020,Kansas,20,12168,254,282,2
6/18/2020,Kansas,20,11886,252,85,4
6/17/2020,Kansas,20,11801,248,232,2
6/16/2020,Kansas,20,11569,246,53,0
6/15/2020,Kansas,20,11516,246,269,2
6/14/2020,Kansas,20,11247,244,52,0
6/13/2020,Kansas,20,11195,244,43,1
6/12/2020,Kansas,20,11152,243,168,1
6/11/2020,Kansas,20,10984,242,53,1
6/10/2020,Kansas,20,10931,241,145,3
6/9/2020,Kansas,20,10786,238,62,1
6/8/2020,Kansas,20,10724,237,175,3
6/7/2020,Kansas,20,10549,234,32,0
6/6/2020,Kansas,20,10517,234,24,1
6/5/2020,Kansas,20,10493,233,161,3
6/4/2020,Kansas,20,10332,230,51,3
6/3/2020,Kansas,20,10281,227,138,0
6/2/2020,Kansas,20,10143,227,40,10
6/1/2020,Kansas,20,10103,217,225,6
5/31/2020,Kansas,20,9878,211,31,2
5/30/2020,Kansas,20,9847,209,21,0
5/29/2020,Kansas,20,9826,209,313,0
5/28/2020,Kansas,20,9513,209,60,2
5/27/2020,Kansas,20,9453,207,101,3
5/26/2020,Kansas,20,9352,204,80,3
5/25/2020,Kansas,20,9272,201,137,1
5/24/2020,Kansas,20,9135,200,16,0
5/23/2020,Kansas,20,9119,200,51,0
5/22/2020,Kansas,20,9068,200,297,1
5/21/2020,Kansas,20,8771,199,110,2
5/20/2020,Kansas,20,8661,197,173,4
5/19/2020,Kansas,20,8488,193,49,3
5/18/2020,Kansas,20,8439,190,373,1
5/17/2020,Kansas,20,8066,189,7,0
5/16/2020,Kansas,20,8059,189,53,2
5/15/2020,Kansas,20,8006,187,338,6
5/14/2020,Kansas,20,7668,181,116,2
5/13/2020,Kansas,20,7552,179,200,1
5/12/2020,Kansas,20,7352,178,191,4
5/11/2020,Kansas,20,7161,174,116,2
5/10/2020,Kansas,20,7045,172,122,0
5/9/2020,Kansas,20,6923,172,172,5
5/8/2020,Kansas,20,6751,167,511,3
5/7/2020,Kansas,20,6240,164,347,1
5/6/2020,Kansas,20,5893,163,266,3
5/5/2020,Kansas,20,5627,160,242,6
5/4/2020,Kansas,20,5385,154,208,12
5/3/2020,Kansas,20,5177,142,314,2
5/2/2020,Kansas,20,4863,140,353,4
5/1/2020,Kansas,20,4510,136,205,3
4/30/2020,Kansas,20,4305,133,494,1
4/29/2020,Kansas,20,3811,132,210,5
4/28/2020,Kansas,20,3601,127,194,1
4/27/2020,Kansas,20,3407,126,209,6
4/26/2020,Kansas,20,3198,120,107,1
4/25/2020,Kansas,20,3091,119,249,2
4/24/2020,Kansas,20,2842,117,216,5
4/23/2020,Kansas,20,2626,112,335,1
4/22/2020,Kansas,20,2291,111,177,4
4/21/2020,Kansas,20,2114,107,84,6
4/20/2020,Kansas,20,2030,101,133,7
4/19/2020,Kansas,20,1897,94,77,8
4/18/2020,Kansas,20,1820,86,88,2
4/17/2020,Kansas,20,1732,84,137,4
4/16/2020,Kansas,20,1595,80,92,4
4/15/2020,Kansas,20,1503,76,63,7
4/14/2020,Kansas,20,1440,69,56,6
4/13/2020,Kansas,20,1384,63,47,7
4/12/2020,Kansas,20,1337,56,55,1
4/11/2020,Kansas,20,1282,55,102,5
4/10/2020,Kansas,20,1180,50,64,8
4/9/2020,Kansas,20,1116,42,61,4
4/8/2020,Kansas,20,1055,38,150,8
4/7/2020,Kansas,20,905,30,51,5
4/6/2020,Kansas,20,854,25,85,2
4/5/2020,Kansas,20,769,23,67,2
4/4/2020,Kansas,20,702,21,77,2
4/3/2020,Kansas,20,625,19,71,5
4/2/2020,Kansas,20,554,14,65,3
4/1/2020,Kansas,20,489,11,54,1
3/31/2020,Kansas,20,435,10,61,1
3/30/2020,Kansas,20,374,9,41,2
3/29/2020,Kansas,20,333,7,61,1
3/28/2020,Kansas,20,272,6,59,2
3/27/2020,Kansas,20,213,4,40,1
3/26/2020,Kansas,20,173,3,39,0
3/25/2020,Kansas,20,134,3,32,0
3/24/2020,Kansas,20,102,3,20,1
3/23/2020,Kansas,20,82,2,16,0
3/22/2020,Kansas,20,66,2,9,0
3/21/2020,Kansas,20,57,2,8,1
3/20/2020,Kansas,20,49,1,14,0
3/19/2020,Kansas,20,35,1,13,0
3/18/2020,Kansas,20,22,1,5,0
3/17/2020,Kansas,20,17,1,6,0
3/16/2020,Kansas,20,11,1,2,0
3/15/2020,Kansas,20,9,1,1,0
3/14/2020,Kansas,20,8,1,2,0
3/13/2020,Kansas,20,6,1,1,0
3/12/2020,Kansas,20,5,1,4,1
3/11/2020,Kansas,20,1,0,0,0
3/10/2020,Kansas,20,1,0,0,0
3/9/2020,Kansas,20,1,0,0,0
3/8/2020,Kansas,20,1,0,0,0
3/7/2020,Kansas,20,1,0,1,0
7/20/2020,Kentucky,21,23978,694,378,3
7/19/2020,Kentucky,21,23600,691,850,3
7/18/2020,Kentucky,21,22750,688,588,1
7/17/2020,Kentucky,21,22162,687,545,12
7/16/2020,Kentucky,21,21617,675,469,7
7/15/2020,Kentucky,21,21148,668,446,3
7/14/2020,Kentucky,21,20702,665,575,9
7/13/2020,Kentucky,21,20127,656,365,7
7/12/2020,Kentucky,21,19762,649,232,2
7/11/2020,Kentucky,21,19530,647,454,0
7/10/2020,Kentucky,21,19076,647,500,7
7/9/2020,Kentucky,21,18576,640,372,6
7/8/2020,Kentucky,21,18204,634,384,4
7/7/2020,Kentucky,21,17820,630,356,9
7/6/2020,Kentucky,21,17464,621,752,13
7/5/2020,Kentucky,21,16712,608,3,0
7/4/2020,Kentucky,21,16709,608,54,0
7/3/2020,Kentucky,21,16655,608,285,3
7/2/2020,Kentucky,21,16370,605,256,8
7/1/2020,Kentucky,21,16114,597,198,9
6/30/2020,Kentucky,21,15916,588,259,4
6/29/2020,Kentucky,21,15657,584,177,7
6/28/2020,Kentucky,21,15480,577,143,2
6/27/2020,Kentucky,21,15337,575,304,0
6/26/2020,Kentucky,21,15033,575,240,6
6/25/2020,Kentucky,21,14793,569,271,8
6/24/2020,Kentucky,21,14522,561,199,2
6/23/2020,Kentucky,21,14323,559,250,10
6/22/2020,Kentucky,21,14073,549,154,5
6/21/2020,Kentucky,21,13919,544,119,2
6/20/2020,Kentucky,21,13800,542,171,0
6/19/2020,Kentucky,21,13629,542,238,2
6/18/2020,Kentucky,21,13391,540,201,4
6/17/2020,Kentucky,21,13190,536,291,6
6/16/2020,Kentucky,21,12899,530,36,6
6/15/2020,Kentucky,21,12863,524,211,-3
6/14/2020,Kentucky,21,12652,527,47,0
6/13/2020,Kentucky,21,12605,527,253,2
6/12/2020,Kentucky,21,12352,525,224,12
6/11/2020,Kentucky,21,12128,513,99,15
6/10/2020,Kentucky,21,12029,498,138,4
6/9/2020,Kentucky,21,11891,494,190,7
6/8/2020,Kentucky,21,11701,487,308,6
6/7/2020,Kentucky,21,11393,481,34,1
6/6/2020,Kentucky,21,11359,480,308,4
6/5/2020,Kentucky,21,11051,476,270,7
6/4/2020,Kentucky,21,10781,469,296,11
6/3/2020,Kentucky,21,10485,458,198,7
6/2/2020,Kentucky,21,10287,451,137,6
6/1/2020,Kentucky,21,10150,445,213,4
5/31/2020,Kentucky,21,9937,441,50,0
5/30/2020,Kentucky,21,9887,441,199,7
5/29/2020,Kentucky,21,9688,434,178,10
5/28/2020,Kentucky,21,9510,424,197,4
5/27/2020,Kentucky,21,9313,420,138,13
5/26/2020,Kentucky,21,9175,407,276,4
5/25/2020,Kentucky,21,8899,403,57,4
5/24/2020,Kentucky,21,8842,399,30,0
5/23/2020,Kentucky,21,8812,399,124,1
5/22/2020,Kentucky,21,8688,398,213,5
5/21/2020,Kentucky,21,8475,393,139,12
5/20/2020,Kentucky,21,8336,381,131,12
5/19/2020,Kentucky,21,8205,369,164,15
5/18/2020,Kentucky,21,8041,354,248,8
5/17/2020,Kentucky,21,7793,346,20,0
5/16/2020,Kentucky,21,7773,346,195,3
5/15/2020,Kentucky,21,7578,343,181,2
5/14/2020,Kentucky,21,7397,341,295,7
5/13/2020,Kentucky,21,7102,334,99,1
5/12/2020,Kentucky,21,7003,333,293,8
5/11/2020,Kentucky,21,6710,325,224,13
5/10/2020,Kentucky,21,6486,312,17,0
5/9/2020,Kentucky,21,6469,312,171,8
5/8/2020,Kentucky,21,6298,304,125,2
5/7/2020,Kentucky,21,6173,302,227,16
5/6/2020,Kentucky,21,5946,286,124,8
5/5/2020,Kentucky,21,5822,278,452,11
5/4/2020,Kentucky,21,5370,267,147,11
5/3/2020,Kentucky,21,5223,256,342,4
5/2/2020,Kentucky,21,4881,252,2,4
5/1/2020,Kentucky,21,4879,248,171,8
4/30/2020,Kentucky,21,4708,240,170,5
4/29/2020,Kentucky,21,4538,235,163,4
4/28/2020,Kentucky,21,4375,231,229,15
